9.783848	10.156974	9.969267
10.152401	10.172608	9.851541
10.161519	10.162234	9.86406
9.78559	10.141324	10.00778485
9.781266	10.169739	9.9562877
10.196639	10.147666	9.899109
10.196639	10.147666	9.899109
10.191494	10.150966	9.887906
9.781179	10.164611	9.9566909
9.791432	10.131883	10.0274603
9.792568	10.128475	10.0360544
9.791432	10.131883	10.0274603
9.785179	10.146849	9.99259599
9.783713	10.150423	9.9866032
9.784055	10.152916	9.9810738
9.777011	10.171948	9.9536725
9.77185	10.173727	9.953065
10.154442	10.170791	9.853758
10.158091	10.165287	9.866202
10.175115	10.148453	9.891906
10.193212	10.148589	9.89478
10.175157	10.155354	9.876703
10.166645	10.158425	9.869571
10.161471	10.164735	9.85726
10.152386	10.171315	9.848968
10.152386	10.171315	9.848968
10.16488	10.162258	9.862189
10.156029	10.168777	9.852341
10.154592	10.170437	9.849254
10.144504	10.176063	9.842889
10.145665	10.177032	9.845622
10.152386	10.171315	9.848968
10.167294	10.154355	9.877917
10.183846	10.145626	9.899622
10.188243	10.145856	9.9031279
9.785916	10.148965	9.9890315
9.783369	10.145142	9.99548582
9.789184	10.135221	10.020335
9.786706	10.147634	10.00110699
9.786382	10.158828	9.9726015
9.786382	10.158828	9.9726015
9.781266	10.169739	9.9562877
9.778473	10.167724	9.9539556
9.783848	10.156974	9.969267
9.786756	10.144815	10.0070587
9.785257	10.163532	9.9650889
9.777472	10.176124	9.9535456
9.77185	10.173727	9.953065
9.773828	10.169049	9.9522434
9.782038	10.160748	9.9613752
9.783713	10.150423	9.9866032
9.790113	10.129508	10.0305721
9.791447	10.126502	10.0376404
10.194406	10.149231	9.9052293
10.194406	10.149231	9.9052293
10.199291	10.148535	9.899363
10.144504	10.176063	9.842889
10.152401	10.172608	9.851541
10.163558	10.157359	9.872612
10.178411	10.152196	9.9018501
10.179234	10.147967	9.897009
10.182092	10.153106	9.881529
10.156029	10.168777	9.852341
10.154442	10.170791	9.853758
10.167294	10.154355	9.877917
10.174247	10.149756	9.888977
10.176826	10.150695	9.896888
10.199218	10.149701	9.902391
9.785946	10.152431	9.9812846
9.780376	10.174596	9.9548135
9.778473	10.167724	9.9539556
9.781179	10.164611	9.9566909
10.196639	10.147666	9.899109
10.166645	10.158425	9.869571
10.161519	10.162234	9.86406
10.152386	10.171315	9.848968
10.144504	10.176063	9.842889
10.145665	10.177032	9.845622
10.160586	10.162774	9.874541
9.787154	10.155398	9.9796922
9.784132	10.175146	9.9572366
10.191494	10.150966	9.887906
10.144504	10.176063	9.842889
10.158091	10.165287	9.866202
9.786382	10.158828	9.9726015
9.782038	10.160748	9.9613752
9.786756	10.144815	10.0070587
9.784863	10.138819	10.0119322
9.784863	10.138819	10.0119322
9.790113	10.129508	10.0305721
10.193212	10.148589	9.89478
10.175157	10.155354	9.876703
10.154442	10.170791	9.853758
10.170043	10.151206	9.884497
10.199218	10.149701	9.902391
9.785946	10.152431	9.9812846
9.785186	10.169146	9.9618059
9.777472	10.176124	9.9535456
9.777472	10.176124	9.9535456
9.784055	10.152916	9.9810738
9.791447	10.126502	10.0376404
10.191494	10.150966	9.887906
10.156029	10.168777	9.852341
10.152401	10.172608	9.851541
10.168982	10.156807	9.888925
10.180297	10.151121	9.9036617
10.188243	10.145856	9.9031279
10.194406	10.149231	9.9052293
10.194406	10.149231	9.9052293
9.792362	10.140673	10.027246
9.780907	10.177744	9.9541811
9.781179	10.164611	9.9566909
9.785946	10.152431	9.9812846
9.791447	10.126502	10.0376404
9.792568	10.128475	10.0360544
9.790113	10.129508	10.0305721
10.182092	10.153106	9.881529
10.175157	10.155354	9.876703
10.160654	10.164157	9.859792
10.154592	10.170437	9.849254
10.144036	10.177885	9.848296
10.158091	10.165287	9.866202
10.164811	10.158582	9.880799
10.165311	10.160578	9.88478
10.180297	10.151121	9.9036617
10.185098	10.151327	9.9069331
10.194406	10.149231	9.9052293
10.199218	10.149701	9.902391
9.786756	10.144815	10.0070587
9.788837	10.149905	10.00174651
9.785257	10.163532	9.9650889
9.777011	10.171948	9.9536725
9.783848	10.156974	9.969267
9.788223	10.160361	9.97575
9.791432	10.131883	10.0274603
10.193212	10.148589	9.89478
10.152386	10.171315	9.848968
10.143713	10.177793	9.843087
10.152401	10.172608	9.851541
10.187645	10.151513	9.9076177
10.19123	10.153479	9.9074996
